ts,f_uid,bb_uid,DE3,cce_uid,DE7,DE0,DE1,DY0,MN0,VO1,VO2,VO3,W0,PP0,MN2,MN3,CO0,AL,AA
1587875345,14D-1179,,,CCE-id-1234,-87.95,-0.16,-13.67,557,0,152.7,572.0,83.6,1700.6,212.7,2,0,231,40191881,33978027
1587876045,14D-1179,bbid-2056x,48.55,,,,,,,,,,,,,,,,
1587875945,14D-1179,,,CCE-id-1234,10.16,18.99,-29.97,261,0,69.8,809.0,20.7,8980.0,265.1,5,0,118,48835215,33740480
1587876645,14D-1179,bbid-2056x,-93.3,,,,,,,,,,,,,,,,
1587876545,14D-1179,,,CCE-id-1234,90.43,40.77,33.23,682,6,491.6,325.5,74.1,2303.6,10.5,8,2,43,60911832,11637920
1587877245,14D-1179,bbid-2056x,44.99,,,,,,,,,,,,,,,,
1587877145,14D-1179,,,CCE-id-1234,99.13,-41.81,-15.38,184,7,579.3,921.9,93.8,3260.9,26.1,3,1,31,59261705,26787409
1587877845,14D-1179,bbid-2056x,-50.9,,,,,,,,,,,,,,,,
1587877745,14D-1179,,,CCE-id-1234,11.34,28.71,78.67,784,8,252.5,853.0,89.0,5773.3,144.5,10,3,88,48183183,83186578
1587878445,14D-1179,bbid-2056x,-97.6,,,,,,,,,,,,,,,,
1587878345,14D-1179,,,CCE-id-1234,-45.49,-12.96,76.97,829,2,315.8,917.2,32.7,6506.5,201.4,7,10,37,53017917,80543219
1587879045,14D-1179,bbid-2056x,-45.83,,,,,,,,,,,,,,,,
1587878945,14D-1179,,,CCE-id-1234,14.41,37.79,78.73,659,8,290.1,911.5,54.7,8929.6,289.3,9,4,113,49257312,60251601
1587879645,14D-1179,bbid-2056x,2.62,,,,,,,,,,,,,,,,
1587879545,14D-1179,,,CCE-id-1234,9.16,39.47,79.35,147,10,353.4,731.1,65.6,933.0,102.8,4,0,10,92863981,29109227
1587880245,14D-1179,bbid-2056x,-41.37,,,,,,,,,,,,,,,,
1587880145,14D-1179,,,CCE-id-1234,-86.19,5.56,5.72,45,6,296.9,608.9,87.6,7056.8,9.4,0,6,132,84388177,73044774
1587880845,14D-1179,bbid-2056x,-62.5,,,,,,,,,,,,,,,,
1587880745,14D-1179,,,CCE-id-1234,-13.51,70.46,-60.85,195,8,424.4,64.2,38.5,9786.0,293.6,1,4,116,69123038,54071745
1587881445,14D-1179,bbid-2056x,41.77,,,,,,,,,,,,,,,,
1587881345,14D-1179,,,CCE-id-1234,2.4,-7.74,95.99,513,6,285.1,282.0,95.1,1005.8,154.6,10,10,33,41778097,76402967
1587882045,14D-1179,bbid-2056x,40.9,,,,,,,,,,,,,,,,
1587881945,14D-1179,,,CCE-id-1234,97.26,-15.2,28.9,281,7,186.9,500.7,63.6,6493.8,74.7,10,7,139,88109303,21419765
1587882645,14D-1179,bbid-2056x,-66.57,,,,,,,,,,,,,,,,
1587882545,14D-1179,,,CCE-id-1234,36.57,-8.2,-14.42,422,2,596.3,609.5,56.3,3699.7,56.4,5,10,147,98702569,62415607
1587883245,14D-1179,bbid-2056x,-27.54,,,,,,,,,,,,,,,,
1587883145,14D-1179,,,CCE-id-1234,44.6,-60.76,62.16,885,3,155.7,905.1,36.5,2734.8,222.0,7,2,187,41934756,79938745
1587883845,14D-1179,bbid-2056x,48.52,,,,,,,,,,,,,,,,
1587883745,14D-1179,,,CCE-id-1234,44.31,-69.36,61.88,589,3,383.1,352.6,85.4,3213.9,32.7,0,2,204,90759336,17519268
1587884445,14D-1179,bbid-2056x,-81.11,,,,,,,,,,,,,,,,
1587884345,14D-1179,,,CCE-id-1234,3.1,-66.49,38.22,464,5,42.6,196.6,85.8,1286.3,56.0,1,5,99,37195213,22081704
1587885045,14D-1179,bbid-2056x,-72.92,,,,,,,,,,,,,,,,
1587884945,14D-1179,,,CCE-id-1234,88.97,53.69,-97.99,831,6,110.2,108.1,56.6,9907.7,174.5,10,7,239,66133300,76460551
1587885645,14D-1179,bbid-2056x,80.38,,,,,,,,,,,,,,,,
1587885545,14D-1179,,,CCE-id-1234,95.32,21.4,26.76,654,1,202.0,250.4,27.1,7546.7,126.9,10,8,255,50412345,60288864
1587886245,14D-1179,bbid-2056x,49.87,,,,,,,,,,,,,,,,
1587886145,14D-1179,,,CCE-id-1234,-32.71,-40.15,-68.6,169,2,145.8,19.5,12.9,9478.3,3.5,1,4,126,90183210,54559217
1587886845,14D-1179,bbid-2056x,54.85,,,,,,,,,,,,,,,,
1587886745,14D-1179,,,CCE-id-1234,-42.87,-7.85,53.57,953,4,511.0,805.4,56.6,4764.1,229.6,5,3,119,75118174,47313172
1587887445,14D-1179,bbid-2056x,-81.18,,,,,,,,,,,,,,,,
1587887345,14D-1179,,,CCE-id-1234,-17.33,-15.98,67.13,991,6,400.8,734.2,35.1,507.9,216.9,4,3,34,99582506,47567750
1587888045,14D-1179,bbid-2056x,29.34,,,,,,,,,,,,,,,,
1587887945,14D-1179,,,CCE-id-1234,22.93,63.88,6.35,461,9,585.4,984.3,68.5,8438.6,257.9,1,0,115,79955406,84541018
1587888645,14D-1179,bbid-2056x,60.87,,,,,,,,,,,,,,,,
1587888545,14D-1179,,,CCE-id-1234,-46.6,21.42,91.19,640,6,513.5,699.7,62.6,461.3,124.0,6,1,97,51866534,45128193
1587889245,14D-1179,bbid-2056x,98.31,,,,,,,,,,,,,,,,
1587889145,14D-1179,,,CCE-id-1234,-37.3,-25.5,-59.51,845,8,326.5,935.5,94.7,1874.0,39.6,5,9,28,23257207,98067360
1587889845,14D-1179,bbid-2056x,80.53,,,,,,,,,,,,,,,,
1587889745,14D-1179,,,CCE-id-1234,18.59,48.44,-93.9,545,9,345.5,307.4,76.7,2499.7,104.0,9,6,16,31569141,82099087
1587890445,14D-1179,bbid-2056x,71.13,,,,,,,,,,,,,,,,
1587890345,14D-1179,,,CCE-id-1234,-70.74,74.87,-95.33,625,10,582.9,580.4,85.0,6825.6,235.2,8,9,17,48618549,27456144
1587891045,14D-1179,bbid-2056x,-68.82,,,,,,,,,,,,,,,,
1587890945,14D-1179,,,CCE-id-1234,87.27,54.16,46.88,388,8,146.9,902.3,5.0,3115.1,237.7,3,3,72,29567352,21607242
1587891645,14D-1179,bbid-2056x,92.15,,,,,,,,,,,,,,,,
1587891545,14D-1179,,,CCE-id-1234,77.37,-8.62,-96.76,176,1,330.3,321.5,37.0,4184.1,293.6,5,5,88,90899401,77870935
1587892245,14D-1179,bbid-2056x,-97.8,,,,,,,,,,,,,,,,
1587892145,14D-1179,,,CCE-id-1234,-5.3,-66.69,-73.11,111,6,448.5,449.1,31.9,9950.8,239.5,0,8,106,25797117,47800149
1587892845,14D-1179,bbid-2056x,-75.35,,,,,,,,,,,,,,,,
1587892745,14D-1179,,,CCE-id-1234,93.8,-20.99,-71.57,362,0,492.2,274.4,17.3,2099.2,176.9,6,8,237,73897870,40487742
1587893445,14D-1179,bbid-2056x,-59.18,,,,,,,,,,,,,,,,
1587893345,14D-1179,,,CCE-id-1234,-61.76,70.49,-44.71,792,1,401.2,367.7,3.8,4867.4,264.3,0,4,97,88419917,77395613
1587894045,14D-1179,bbid-2056x,-49.35,,,,,,,,,,,,,,,,
1587893945,14D-1179,,,CCE-id-1234,-23.98,4.67,5.1,235,8,424.7,132.9,66.0,9.2,148.8,2,7,235,86121959,52925314
1587894645,14D-1179,bbid-2056x,67.88,,,,,,,,,,,,,,,,
1587894545,14D-1179,,,CCE-id-1234,40.17,86.57,29.8,936,8,447.8,444.5,13.4,1240.9,99.3,1,5,4,98549140,34550236
1587895245,14D-1179,bbid-2056x,-79.8,,,,,,,,,,,,,,,,
1587895145,14D-1179,,,CCE-id-1234,-68.17,-65.95,39.12,952,7,591.5,415.9,75.9,6734.6,272.7,7,2,141,19968245,34709680
1587895845,14D-1179,bbid-2056x,-0.49,,,,,,,,,,,,,,,,
1587895745,14D-1179,,,CCE-id-1234,54.36,2.69,88.81,939,9,162.3,3.1,61.5,8085.7,112.3,3,4,171,77686720,12789339
1587896445,14D-1179,bbid-2056x,68.86,,,,,,,,,,,,,,,,
1587896345,14D-1179,,,CCE-id-1234,-68.4,53.57,93.54,594,1,222.9,198.7,86.1,3930.5,245.4,5,8,5,42904201,55565324
1587897045,14D-1179,bbid-2056x,-43.4,,,,,,,,,,,,,,,,
1587896945,14D-1179,,,CCE-id-1234,-66.71,-20.0,55.8,619,0,384.7,153.3,29.4,1836.4,168.4,9,3,146,36984946,86576234
1587897645,14D-1179,bbid-2056x,-84.81,,,,,,,,,,,,,,,,
1587897545,14D-1179,,,CCE-id-1234,30.62,-9.57,-10.94,671,9,488.5,120.5,83.3,4841.2,59.8,0,0,250,99109885,84964034
1587898245,14D-1179,bbid-2056x,84.39,,,,,,,,,,,,,,,,
1587898145,14D-1179,,,CCE-id-1234,-63.53,-44.79,-72.38,618,10,212.1,375.7,24.3,2332.0,167.2,5,10,195,82076742,32104776
1587898845,14D-1179,bbid-2056x,-30.43,,,,,,,,,,,,,,,,
1587898745,14D-1179,,,CCE-id-1234,67.48,65.78,-21.74,535,8,158.7,766.4,36.8,8839.1,96.8,9,2,25,25107970,70740747
1587899445,14D-1179,bbid-2056x,-75.33,,,,,,,,,,,,,,,,
1587899345,14D-1179,,,CCE-id-1234,-25.65,51.19,-78.67,842,1,58.9,667.6,74.2,7489.3,173.3,5,3,39,89663113,75972890
1587900045,14D-1179,bbid-2056x,89.22,,,,,,,,,,,,,,,,
1587899945,14D-1179,,,CCE-id-1234,-12.43,-65.71,-68.59,665,1,1.9,274.9,15.0,6970.3,109.9,4,7,197,94594118,48305722
1587900645,14D-1179,bbid-2056x,32.57,,,,,,,,,,,,,,,,
1587900545,14D-1179,,,CCE-id-1234,66.47,-68.49,-49.17,190,2,381.3,864.0,34.2,8476.7,93.8,10,0,176,62813104,25920366
1587901245,14D-1179,bbid-2056x,85.5,,,,,,,,,,,,,,,,
1587901145,14D-1179,,,CCE-id-1234,34.98,11.6,95.63,198,0,85.1,608.2,70.0,4901.1,114.0,7,9,231,21144342,94356899
1587901845,14D-1179,bbid-2056x,20.77,,,,,,,,,,,,,,,,
1587901745,14D-1179,,,CCE-id-1234,-78.17,-1.47,80.7,773,2,168.5,811.7,19.1,1690.7,121.2,1,7,146,97388848,56038098
1587902445,14D-1179,bbid-2056x,5.66,,,,,,,,,,,,,,,,
1587902345,14D-1179,,,CCE-id-1234,-72.43,53.79,63.56,88,6,384.2,831.6,89.1,9674.7,92.9,10,0,167,68246661,71777789
1587903045,14D-1179,bbid-2056x,21.45,,,,,,,,,,,,,,,,
1587902945,14D-1179,,,CCE-id-1234,-45.17,0.65,65.29,9,1,411.5,183.3,93.1,602.4,222.9,4,3,253,51968066,96904912
1587903645,14D-1179,bbid-2056x,10.32,,,,,,,,,,,,,,,,
1587903545,14D-1179,,,CCE-id-1234,-51.77,-98.5,75.66,872,3,69.4,303.9,26.1,1970.1,285.0,3,4,248,51172389,69946591
1587904245,14D-1179,bbid-2056x,-70.67,,,,,,,,,,,,,,,,
1587904145,14D-1179,,,CCE-id-1234,27.89,44.29,-72.93,92,2,394.3,355.6,54.5,8040.5,133.3,7,4,80,65979476,49320545
1587904845,14D-1179,bbid-2056x,-45.9,,,,,,,,,,,,,,,,
1587904745,14D-1179,,,CCE-id-1234,-19.51,-17.26,68.3,81,8,495.9,953.3,98.3,7739.4,111.8,1,8,89,43046034,70896903
1587905445,14D-1179,bbid-2056x,77.84,,,,,,,,,,,,,,,,
1587905345,14D-1179,,,CCE-id-1234,49.7,-47.75,75.1,266,9,0.2,337.9,73.8,5693.1,7.1,3,2,10,87296978,44089534
1587906045,14D-1179,bbid-2056x,16.69,,,,,,,,,,,,,,,,
1587905945,14D-1179,,,CCE-id-1234,78.86,-72.48,53.56,610,9,37.6,884.7,21.8,6159.4,249.3,6,7,135,90020730,59607798
1587906645,14D-1179,bbid-2056x,-36.34,,,,,,,,,,,,,,,,
1587906545,14D-1179,,,CCE-id-1234,35.38,-2.36,3.26,490,9,290.0,332.0,66.2,6175.6,196.2,3,8,49,79740011,88447705
1587907245,14D-1179,bbid-2056x,74.25,,,,,,,,,,,,,,,,
1587907145,14D-1179,,,CCE-id-1234,37.54,-76.94,-50.46,309,1,288.9,456.0,6.8,5106.0,57.4,5,9,28,40090832,12655128
1587907845,14D-1179,bbid-2056x,24.93,,,,,,,,,,,,,,,,
1587907745,14D-1179,,,CCE-id-1234,-52.43,37.5,74.18,417,0,87.3,935.3,24.7,1173.5,75.2,7,6,69,52912990,37732946
1587908445,14D-1179,bbid-2056x,91.36,,,,,,,,,,,,,,,,
1587908345,14D-1179,,,CCE-id-1234,-5.66,72.48,-58.48,148,1,529.5,255.6,26.6,5890.9,284.7,4,1,34,11390415,81549426
1587909045,14D-1179,bbid-2056x,-57.2,,,,,,,,,,,,,,,,
1587908945,14D-1179,,,CCE-id-1234,-73.5,80.26,-99.72,743,2,298.4,48.3,23.3,2679.3,19.7,3,8,199,34674632,98155700
1587909645,14D-1179,bbid-2056x,4.8,,,,,,,,,,,,,,,,
1587909545,14D-1179,,,CCE-id-1234,-18.73,-94.21,-59.3,719,7,536.8,94.2,15.4,2906.9,91.7,7,9,47,25111994,89736349
1587910245,14D-1179,bbid-2056x,8.62,,,,,,,,,,,,,,,,
1587910145,14D-1179,,,CCE-id-1234,17.12,-49.73,41.26,259,2,424.0,730.4,33.0,1840.8,105.9,10,9,13,37225347,14053090
1587910845,14D-1179,bbid-2056x,-73.33,,,,,,,,,,,,,,,,
1587910745,14D-1179,,,CCE-id-1234,19.2,40.13,15.52,826,4,117.1,158.2,92.7,1310.2,92.9,10,1,231,98039106,69200994
1587911445,14D-1179,bbid-2056x,-67.64,,,,,,,,,,,,,,,,
1587911345,14D-1179,,,CCE-id-1234,-87.0,46.4,17.69,288,2,138.9,414.1,93.6,4637.4,126.5,1,7,224,17922008,84102456
1587912045,14D-1179,bbid-2056x,34.93,,,,,,,,,,,,,,,,
1587911945,14D-1179,,,CCE-id-1234,-81.63,-93.85,24.82,235,9,332.1,951.8,17.6,885.4,283.0,1,1,105,53017319,99540507
1587912645,14D-1179,bbid-2056x,76.2,,,,,,,,,,,,,,,,
1587912545,14D-1179,,,CCE-id-1234,4.12,-63.56,-47.34,634,0,381.8,259.0,24.8,6299.2,201.6,3,1,7,69455355,94448402
1587913245,14D-1179,bbid-2056x,-25.65,,,,,,,,,,,,,,,,
1587913145,14D-1179,,,CCE-id-1234,82.16,-20.1,43.35,945,4,413.2,279.9,82.2,9770.2,93.3,3,8,51,16414959,88643832
1587913845,14D-1179,bbid-2056x,-57.24,,,,,,,,,,,,,,,,
1587913745,14D-1179,,,CCE-id-1234,-39.65,-14.76,-47.47,111,4,487.7,280.3,82.3,1653.2,113.9,10,9,80,68384634,94086105
1587914445,14D-1179,bbid-2056x,45.44,,,,,,,,,,,,,,,,
1587914345,14D-1179,,,CCE-id-1234,23.2,-28.24,83.95,214,0,88.1,709.5,31.6,7119.8,77.8,8,7,187,40228146,82128544
1587915045,14D-1179,bbid-2056x,-34.22,,,,,,,,,,,,,,,,
1587914945,14D-1179,,,CCE-id-1234,-53.44,-69.41,-71.5,494,6,197.7,607.9,5.7,207.3,103.2,5,10,148,99073459,42174680
1587915645,14D-1179,bbid-2056x,-56.93,,,,,,,,,,,,,,,,
1587915545,14D-1179,,,CCE-id-1234,-81.65,75.78,-48.45,171,0,226.3,106.1,64.1,8143.8,216.3,9,5,88,67349626,63781643
1587916245,14D-1179,bbid-2056x,67.61,,,,,,,,,,,,,,,,
1587916145,14D-1179,,,CCE-id-1234,-80.79,-63.39,-8.5,820,10,188.7,78.5,80.1,5398.2,179.2,5,9,15,10352222,60947466
1587916845,14D-1179,bbid-2056x,71.66,,,,,,,,,,,,,,,,
1587916745,14D-1179,,,CCE-id-1234,68.32,18.28,-99.9,995,0,493.0,497.8,11.0,842.7,177.0,10,6,126,23690927,14028619
1587917445,14D-1179,bbid-2056x,93.84,,,,,,,,,,,,,,,,
1587917345,14D-1179,,,CCE-id-1234,-27.96,-73.57,-75.92,960,2,276.0,578.0,21.7,7124.6,107.5,8,8,119,12729178,44300327
1587918045,14D-1179,bbid-2056x,-28.75,,,,,,,,,,,,,,,,
1587917945,14D-1179,,,CCE-id-1234,99.16,-26.22,53.41,455,2,493.1,45.0,44.0,2840.1,158.3,1,3,13,17103311,15046818
1587918645,14D-1179,bbid-2056x,27.32,,,,,,,,,,,,,,,,
1587918545,14D-1179,,,CCE-id-1234,-68.8,-96.25,78.8,842,8,450.9,525.6,69.8,9996.8,135.8,6,3,62,36453607,36024263
1587919245,14D-1179,bbid-2056x,-8.1,,,,,,,,,,,,,,,,
1587919145,14D-1179,,,CCE-id-1234,29.15,-79.36,-60.89,981,8,279.2,1.9,83.0,6129.0,162.4,4,8,110,70313281,19722452
1587919845,14D-1179,bbid-2056x,-43.15,,,,,,,,,,,,,,,,
1587919745,14D-1179,,,CCE-id-1234,78.28,56.2,65.62,755,1,50.0,827.1,37.8,5758.7,298.1,2,9,210,82678867,27812968
1587920445,14D-1179,bbid-2056x,-8.33,,,,,,,,,,,,,,,,
1587920345,14D-1179,,,CCE-id-1234,31.27,82.8,14.4,91,10,155.1,902.0,8.3,3623.6,175.6,10,7,103,44273763,55790380
1587921045,14D-1179,bbid-2056x,45.1,,,,,,,,,,,,,,,,
1587920945,14D-1179,,,CCE-id-1234,-53.28,-72.78,79.0,449,1,565.8,761.9,29.9,8439.0,298.4,4,9,139,64072844,96684659
1587921645,14D-1179,bbid-2056x,-99.23,,,,,,,,,,,,,,,,
1587921545,14D-1179,,,CCE-id-1234,89.74,5.52,-19.65,617,0,113.5,70.5,20.4,2474.3,133.8,10,0,96,95398814,63560447
1587922245,14D-1179,bbid-2056x,70.65,,,,,,,,,,,,,,,,
1587922145,14D-1179,,,CCE-id-1234,99.44,-6.67,35.48,60,9,161.5,455.0,93.5,8117.0,63.9,4,7,30,98583203,50489967
1587922845,14D-1179,bbid-2056x,45.54,,,,,,,,,,,,,,,,
1587922745,14D-1179,,,CCE-id-1234,69.59,25.23,47.93,82,3,55.2,169.6,7.0,697.4,3.9,7,0,155,77759971,96449096
1587923445,14D-1179,bbid-2056x,65.75,,,,,,,,,,,,,,,,
1587923345,14D-1179,,,CCE-id-1234,43.62,4.85,65.78,690,10,46.7,694.1,85.5,5695.7,90.6,4,3,171,66353030,52191584
1587924045,14D-1179,bbid-2056x,41.11,,,,,,,,,,,,,,,,
1587923945,14D-1179,,,CCE-id-1234,-63.52,54.21,81.7,786,0,507.4,113.7,23.5,8305.2,34.1,10,2,188,69464303,20891858
1587924645,14D-1179,bbid-2056x,7.53,,,,,,,,,,,,,,,,
1587924545,14D-1179,,,CCE-id-1234,-13.2,88.6,-17.72,835,2,388.0,806.2,8.2,4546.6,182.4,2,7,96,51052186,49284110
1587925245,14D-1179,bbid-2056x,-25.61,,,,,,,,,,,,,,,,
1587925145,14D-1179,,,CCE-id-1234,-43.45,-98.17,50.64,172,4,562.0,440.5,32.6,960.4,148.8,2,5,94,53750322,96988397
1587925845,14D-1179,bbid-2056x,62.16,,,,,,,,,,,,,,,,
1587925745,14D-1179,,,CCE-id-1234,-86.18,-17.64,1.28,565,3,391.2,978.1,78.3,6514.3,92.8,1,6,227,52472946,19053497
1587926445,14D-1179,bbid-2056x,-57.93,,,,,,,,,,,,,,,,
1587926345,14D-1179,,,CCE-id-1234,44.1,-73.52,39.8,431,10,248.0,471.1,80.7,6530.4,135.5,5,7,114,11162004,63976015
1587927045,14D-1179,bbid-2056x,-94.92,,,,,,,,,,,,,,,,
1587926945,14D-1179,,,CCE-id-1234,-69.44,15.44,30.4,164,5,333.1,494.3,17.3,8575.5,144.5,5,1,26,56283554,48043615
1587927645,14D-1179,bbid-2056x,49.7,,,,,,,,,,,,,,,,
1587927545,14D-1179,,,CCE-id-1234,93.2,47.32,3.96,449,3,468.0,734.3,88.3,4950.0,177.4,5,7,55,43875642,67009325
1587928245,14D-1179,bbid-2056x,50.53,,,,,,,,,,,,,,,,
1587928145,14D-1179,,,CCE-id-1234,-85.52,65.69,-13.4,369,6,26.1,494.3,9.0,5582.9,176.4,4,4,197,47991059,68053412
1587928845,14D-1179,bbid-2056x,32.14,,,,,,,,,,,,,,,,
1587928745,14D-1179,,,CCE-id-1234,27.48,-69.59,76.77,752,1,142.0,486.0,14.7,8558.9,235.8,7,0,205,48979896,87098393
1587929445,14D-1179,bbid-2056x,-36.18,,,,,,,,,,,,,,,,
1587929345,14D-1179,,,CCE-id-1234,-74.1,-85.75,37.6,159,9,410.3,545.0,76.6,2638.1,61.6,6,9,197,54955693,46224691
1587930045,14D-1179,bbid-2056x,50.25,,,,,,,,,,,,,,,,
1587929945,14D-1179,,,CCE-id-1234,19.51,29.61,43.7,866,3,531.7,61.6,62.3,6054.5,156.7,8,4,200,82600679,53269796
1587930645,14D-1179,bbid-2056x,-2.83,,,,,,,,,,,,,,,,
1587930545,14D-1179,,,CCE-id-1234,93.9,3.6,-31.66,329,0,504.7,657.4,26.4,365.3,268.2,6,7,129,15229883,15508406
1587931245,14D-1179,bbid-2056x,81.31,,,,,,,,,,,,,,,,
1587931145,14D-1179,,,CCE-id-1234,76.98,-31.5,-16.3,768,7,83.4,778.8,46.9,2928.2,213.7,7,5,202,99355180,86257084
1587931845,14D-1179,bbid-2056x,14.54,,,,,,,,,,,,,,,,
1587931745,14D-1179,,,CCE-id-1234,-47.33,86.56,85.49,576,1,471.9,306.7,10.7,7594.0,166.1,7,6,99,50855799,57049693
1587932445,14D-1179,bbid-2056x,-86.37,,,,,,,,,,,,,,,,
1587932345,14D-1179,,,CCE-id-1234,-98.87,-60.2,-81.86,233,8,533.4,9.9,51.8,9322.1,286.1,9,7,213,94496864,79666412
1587933045,14D-1179,bbid-2056x,35.19,,,,,,,,,,,,,,,,
1587932945,14D-1179,,,CCE-id-1234,23.77,33.17,-97.76,19,4,330.2,408.9,98.4,3084.8,269.4,5,4,77,27284022,64238840
1587933645,14D-1179,bbid-2056x,18.2,,,,,,,,,,,,,,,,
1587933545,14D-1179,,,CCE-id-1234,77.24,98.29,-65.55,386,9,286.0,189.0,68.9,1801.3,71.3,2,6,189,25575356,39390706
1587934245,14D-1179,bbid-2056x,-40.69,,,,,,,,,,,,,,,,
1587934145,14D-1179,,,CCE-id-1234,15.24,-31.21,-9.58,872,3,54.9,348.0,25.9,4477.5,94.5,2,0,218,84548502,73030570
1587934845,14D-1179,bbid-2056x,-49.33,,,,,,,,,,,,,,,,
1587934745,14D-1179,,,CCE-id-1234,71.29,23.62,-25.21,293,3,265.6,596.1,53.4,3188.0,24.3,3,8,23,77336545,43290130
1587935445,14D-1179,bbid-2056x,-5.5,,,,,,,,,,,,,,,,
1587935345,14D-1179,,,CCE-id-1234,12.64,-11.83,75.31,317,1,247.4,344.7,12.9,3092.7,282.8,5,2,218,64425915,74140188
1587936045,14D-1179,bbid-2056x,19.23,,,,,,,,,,,,,,,,
1587935945,14D-1179,,,CCE-id-1234,64.56,13.87,-74.37,84,6,552.8,556.2,94.4,9082.6,44.8,5,3,120,38703802,45735177
1587936645,14D-1179,bbid-2056x,55.93,,,,,,,,,,,,,,,,
1587936545,14D-1179,,,CCE-id-1234,20.75,-54.96,91.41,141,8,508.1,390.6,44.2,9856.6,103.6,3,0,62,79984891,17442710
1587937245,14D-1179,bbid-2056x,-8.26,,,,,,,,,,,,,,,,
1587937145,14D-1179,,,CCE-id-1234,68.76,33.2,-26.55,392,6,62.4,723.8,8.3,3985.4,163.8,9,2,212,57170831,11590709
1587937845,14D-1179,bbid-2056x,2.64,,,,,,,,,,,,,,,,
1587937745,14D-1179,,,CCE-id-1234,-33.64,-69.63,-87.86,104,8,217.6,407.3,73.6,8747.7,163.5,5,6,250,80361008,10902821
1587938445,14D-1179,bbid-2056x,-86.42,,,,,,,,,,,,,,,,
1587938345,14D-1179,,,CCE-id-1234,-15.81,76.3,15.87,765,9,313.7,129.4,25.4,6863.6,267.8,6,3,96,49253633,11110151
1587939045,14D-1179,bbid-2056x,-84.57,,,,,,,,,,,,,,,,
1587938945,14D-1179,,,CCE-id-1234,39.65,-53.2,25.91,503,8,549.6,671.0,37.0,3934.4,163.1,7,5,173,54457065,18021589
1587939645,14D-1179,bbid-2056x,59.97,,,,,,,,,,,,,,,,
1587939545,14D-1179,,,CCE-id-1234,-15.4,-0.3,12.46,84,2,13.3,375.9,39.7,6001.2,262.8,7,1,213,10989447,55127161
1587940245,14D-1179,bbid-2056x,20.9,,,,,,,,,,,,,,,,
1587940145,14D-1179,,,CCE-id-1234,48.26,44.0,-64.38,845,0,188.5,861.3,27.8,5259.3,173.0,7,0,172,34351296,40691491
1587940845,14D-1179,bbid-2056x,-1.51,,,,,,,,,,,,,,,,
1587940745,14D-1179,,,CCE-id-1234,88.47,84.24,5.85,164,5,33.5,231.1,43.1,6551.9,51.7,4,10,122,28495401,79730851
1587941445,14D-1179,bbid-2056x,69.35,,,,,,,,,,,,,,,,
1587941345,14D-1179,,,CCE-id-1234,-20.0,-46.77,21.11,508,1,78.1,64.9,72.4,2923.2,21.9,10,7,114,30453705,52027113
1587942045,14D-1179,bbid-2056x,9.56,,,,,,,,,,,,,,,,
1587941945,14D-1179,,,CCE-id-1234,24.66,-87.38,53.36,465,6,41.8,570.4,53.0,6659.3,245.5,6,2,123,55695756,40689671
1587942645,14D-1179,bbid-2056x,24.4,,,,,,,,,,,,,,,,
1587942545,14D-1179,,,CCE-id-1234,31.52,10.2,44.67,822,2,153.6,381.5,12.0,1004.5,29.6,2,6,39,51773528,88356697
1587943245,14D-1179,bbid-2056x,79.5,,,,,,,,,,,,,,,,
1587943145,14D-1179,,,CCE-id-1234,-0.62,-67.97,-64.83,237,7,428.0,165.2,31.2,9483.7,104.0,0,3,194,76263136,65009130
1587943845,14D-1179,bbid-2056x,-6.74,,,,,,,,,,,,,,,,
1587943745,14D-1179,,,CCE-id-1234,-47.53,-67.44,-49.95,163,10,574.4,742.7,18.5,5618.7,27.1,2,2,11,60135435,22723271
1587944445,14D-1179,bbid-2056x,-99.33,,,,,,,,,,,,,,,,
1587944345,14D-1179,,,CCE-id-1234,-27.76,71.28,84.9,742,10,348.2,433.1,44.5,8380.8,163.4,1,2,77,25009445,71214250
1587945045,14D-1179,bbid-2056x,-75.27,,,,,,,,,,,,,,,,
1587944945,14D-1179,,,CCE-id-1234,45.24,59.91,4.6,855,4,261.0,432.8,50.8,5388.8,241.7,7,9,154,74355103,75505208
1587945645,14D-1179,bbid-2056x,-64.45,,,,,,,,,,,,,,,,
1587945545,14D-1179,,,CCE-id-1234,-58.84,86.2,10.9,607,6,373.2,816.6,18.7,1618.7,283.2,4,10,144,68884865,79515571
1587946245,14D-1179,bbid-2056x,51.41,,,,,,,,,,,,,,,,
1587946145,14D-1179,,,CCE-id-1234,-61.98,44.22,71.65,617,3,177.1,475.7,1.8,1735.0,222.5,2,0,192,28482585,69009644
1587946845,14D-1179,bbid-2056x,52.81,,,,,,,,,,,,,,,,
1587946745,14D-1179,,,CCE-id-1234,-89.3,2.71,-12.29,423,9,582.5,26.8,26.1,3354.0,189.7,4,2,35,86848077,75361615
1587947445,14D-1179,bbid-2056x,-1.1,,,,,,,,,,,,,,,,
1587947345,14D-1179,,,CCE-id-1234,-43.44,14.73,-15.99,920,1,188.2,905.0,38.5,8704.6,76.0,2,8,114,84308678,54627462
1587948045,14D-1179,bbid-2056x,9.57,,,,,,,,,,,,,,,,
1587947945,14D-1179,,,CCE-id-1234,41.13,-62.81,-63.8,445,5,499.9,255.0,91.7,4904.3,186.7,7,7,5,35399553,78872079
1587948645,14D-1179,bbid-2056x,-59.71,,,,,,,,,,,,,,,,
